mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clean__toClean,param_dimReduce,param_dimReduce__n_components,param_model,param_vectorize__analyzer,param_vectorize__min_df,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
37.517152309417725,1.8108942481601016,8.312542152404784,0.5092091269481035,True,"TruncatedSVD(n_components=500, random_state=42)",500,"LogisticRegression(C=100, penalty='l1', solver='liblinear')",<function lemmaAndRemoveDigits at 0x0000013AA9F5DDC0>,3,"{'clean__toClean': True, 'dimReduce': TruncatedSVD(n_components=500, random_state=42), 'dimReduce__n_components': 500, 'model': LogisticRegression(C=100, penalty='l1', solver='liblinear'), 'vectorize__analyzer': <function lemmaAndRemoveDigits at 0x0000013AA9F5DDC0>, 'vectorize__min_df': 3}",0.9728915662650602,0.9819277108433735,0.9546827794561934,0.9637462235649547,0.9667673716012085,0.968003130346158,0.00910901587009269,5
33.93448734283447,0.5488773937536244,7.92228627204895,0.3789390831258454,True,"TruncatedSVD(n_components=500, random_state=42)",500,"LogisticRegression(C=100, penalty='l1', solver='liblinear')",<function lemmaAndRemoveDigits at 0x0000013AA9F5DDC0>,5,"{'clean__toClean': True, 'dimReduce': TruncatedSVD(n_components=500, random_state=42), 'dimReduce__n_components': 500, 'model': LogisticRegression(C=100, penalty='l1', solver='liblinear'), 'vectorize__analyzer': <function lemmaAndRemoveDigits at 0x0000013AA9F5DDC0>, 'vectorize__min_df': 5}",0.9789156626506024,0.9759036144578314,0.9516616314199395,0.9637462235649547,0.9607250755287009,0.9661904415244058,0.010032026027649472,9
14.909491729736327,0.11384151574780195,3.0367428779602053,0.13572645645306705,True,"TruncatedSVD(n_components=500, random_state=42)",500,"LogisticRegression(C=100, penalty='l1', solver='liblinear')",<function stemAndRemoveDigits at 0x0000013AA9F5DEE0>,3,"{'clean__toClean': True, 'dimReduce': TruncatedSVD(n_components=500, random_state=42), 'dimReduce__n_components': 500, 'model': LogisticRegression(C=100, penalty='l1', solver='liblinear'), 'vectorize__analyzer': <function stemAndRemoveDigits at 0x0000013AA9F5DEE0>, 'vectorize__min_df': 3}",0.9759036144578314,0.9759036144578314,0.9546827794561934,0.9607250755287009,0.972809667673716,0.9680049503148546,0.008698734536414775,3
14.574070024490357,0.4234381811471916,3.204972171783447,0.1412131199810871,True,"TruncatedSVD(n_components=500, random_state=42)",500,"LogisticRegression(C=100, penalty='l1', solver='liblinear')",<function stemAndRemoveDigits at 0x0000013AA9F5DEE0>,5,"{'clean__toClean': True, 'dimReduce': TruncatedSVD(n_components=500, random_state=42), 'dimReduce__n_components': 500, 'model': LogisticRegression(C=100, penalty='l1', solver='liblinear'), 'vectorize__analyzer': <function stemAndRemoveDigits at 0x0000013AA9F5DEE0>, 'vectorize__min_df': 5}",0.9849397590361446,0.9759036144578314,0.9486404833836858,0.9577039274924471,0.9667673716012085,0.9667910311942635,0.012840824703282133,8
4.664903259277343,0.06574612999401894,0.3615997314453125,0.015344739031965239,True,"TruncatedSVD(n_components=500, random_state=42)",500,"LogisticRegression(C=100, penalty='l1', solver='liblinear')",<function nothingAndRemoveDigits at 0x0000013AA9F5DE50>,3,"{'clean__toClean': True, 'dimReduce': TruncatedSVD(n_components=500, random_state=42), 'dimReduce__n_components': 500, 'model': LogisticRegression(C=100, penalty='l1', solver='liblinear'), 'vectorize__analyzer': <function nothingAndRemoveDigits at 0x0000013AA9F5DE50>, 'vectorize__min_df': 3}",0.9759036144578314,0.9759036144578314,0.9607250755287009,0.9637462235649547,0.9637462235649547,0.9680049503148546,0.0065429026349136,3
4.055011510848999,0.1200158587453281,0.354798698425293,0.006981462527630953,True,"TruncatedSVD(n_components=500, random_state=42)",500,"LogisticRegression(C=100, penalty='l1', solver='liblinear')",<function nothingAndRemoveDigits at 0x0000013AA9F5DE50>,5,"{'clean__toClean': True, 'dimReduce': TruncatedSVD(n_components=500, random_state=42), 'dimReduce__n_components': 500, 'model': LogisticRegression(C=100, penalty='l1', solver='liblinear'), 'vectorize__analyzer': <function nothingAndRemoveDigits at 0x0000013AA9F5DE50>, 'vectorize__min_df': 5}",0.9759036144578314,0.9728915662650602,0.9546827794561934,0.9637462235649547,0.9697885196374623,0.9674025406763004,0.007526639798362322,6
722.9194525241852,6.05676011944066,12.823732995986939,0.7543057165054535,True,"NMF(init='random', random_state=42)",500,"LogisticRegression(C=100, penalty='l1', solver='liblinear')",<function lemmaAndRemoveDigits at 0x0000013AA9F5DDC0>,3,"{'clean__toClean': True, 'dimReduce': NMF(init='random', random_state=42), 'dimReduce__n_components': 500, 'model': LogisticRegression(C=100, penalty='l1', solver='liblinear'), 'vectorize__analyzer': <function lemmaAndRemoveDigits at 0x0000013AA9F5DDC0>, 'vectorize__min_df': 3}",0.9759036144578314,0.9518072289156626,0.945619335347432,0.9486404833836858,0.9486404833836858,0.9541222290976595,0.011065136676281503,23
545.3396995067596,3.690644421402433,12.111189079284667,0.47876160394866185,True,"NMF(init='random', random_state=42)",500,"LogisticRegression(C=100, penalty='l1', solver='liblinear')",<function lemmaAndRemoveDigits at 0x0000013AA9F5DDC0>,5,"{'clean__toClean': True, 'dimReduce': NMF(init='random', random_state=42), 'dimReduce__n_components': 500, 'model': LogisticRegression(C=100, penalty='l1', solver='liblinear'), 'vectorize__analyzer': <function lemmaAndRemoveDigits at 0x0000013AA9F5DDC0>, 'vectorize__min_df': 5}",0.963855421686747,0.9578313253012049,0.9486404833836858,0.9607250755287009,0.9577039274924471,0.957751246678557,0.005081717624325682,18
638.9001058578491,4.822160420634927,7.382976436614991,0.32452161696592735,True,"NMF(init='random', random_state=42)",500,"LogisticRegression(C=100, penalty='l1', solver='liblinear')",<function stemAndRemoveDigits at 0x0000013AA9F5DEE0>,3,"{'clean__toClean': True, 'dimReduce': NMF(init='random', random_state=42), 'dimReduce__n_components': 500, 'model': LogisticRegression(C=100, penalty='l1', solver='liblinear'), 'vectorize__analyzer': <function stemAndRemoveDigits at 0x0000013AA9F5DEE0>, 'vectorize__min_df': 3}",0.963855421686747,0.9728915662650602,0.945619335347432,0.9425981873111783,0.9546827794561934,0.9559294580133223,0.01127926976218298,21
493.6675186634064,7.520990958877348,7.492703866958618,0.36001364163984856,True,"NMF(init='random', random_state=42)",500,"LogisticRegression(C=100, penalty='l1', solver='liblinear')",<function stemAndRemoveDigits at 0x0000013AA9F5DEE0>,5,"{'clean__toClean': True, 'dimReduce': NMF(init='random', random_state=42), 'dimReduce__n_components': 500, 'model': LogisticRegression(C=100, penalty='l1', solver='liblinear'), 'vectorize__analyzer': <function stemAndRemoveDigits at 0x0000013AA9F5DEE0>, 'vectorize__min_df': 5}",0.963855421686747,0.9789156626506024,0.9274924471299094,0.9546827794561934,0.9486404833836858,0.9547173588614276,0.01701286294877424,22
